"Gene"	"Plate96"	"Row96"	"Column96"	"Plate384"	"Row384"	"Column384"	"Plate1536"	"Row1536"	"Column1536"	"Plate6144"	"Row6144"	"Column6144"
"rrnH"	"19"	"F"	"05"	"5"	"L"	"09"	"2"	"0X"	"18"	"2"	"1V"	"36"
"gadX"	"12"	"F"	"05"	"3"	"L"	"10"	"1"	"0X"	"19"	"1"	"1V"	"37"
"yiiU"	"20"	"F"	"05"	"5"	"L"	"10"	"2"	"0X"	"19"	"2"	"1V"	"38"
"hcaT"	"16"	"F"	"05"	"4"	"L"	"10"	"1"	"0X"	"20"	"1"	"1V"	"39"
"yiiU"	"20"	"F"	"05"	"5"	"L"	"10"	"2"	"0X"	"20"	"2"	"1V"	"40"
"yahI"	"11"	"F"	"06"	"3"	"L"	"11"	"1"	"0X"	"21"	"1"	"1V"	"41"
"rrlH"	"19"	"F"	"06"	"5"	"L"	"11"	"2"	"0X"	"21"	"2"	"1V"	"42"
"ydgK"	"15"	"F"	"06"	"4"	"L"	"11"	"1"	"0X"	"22"	"1"	"1V"	"43"
"rrlH"	"19"	"F"	"06"	"5"	"L"	"11"	"2"	"0X"	"22"	"2"	"1V"	"44"
"mutM"	"12"	"F"	"06"	"3"	"L"	"12"	"1"	"0X"	"23"	"1"	"1V"	"45"
"araC"	"20"	"F"	"06"	"5"	"L"	"12"	"2"	"0X"	"23"	"2"	"1V"	"46"
"nanT"	"16"	"F"	"06"	"4"	"L"	"12"	"1"	"0X"	"24"	"1"	"1V"	"47"
"araC"	"20"	"F"	"06"	"5"	"L"	"12"	"2"	"0X"	"24"	"2"	"1V"	"48"
"b0298"	"11"	"F"	"07"	"3"	"L"	"13"	"1"	"0X"	"25"	"1"	"1V"	"49"
"rrfH"	"19"	"F"	"07"	"5"	"L"	"13"	"2"	"0X"	"25"	"2"	"1V"	"50"
"ydgR"	"15"	"F"	"07"	"4"	"L"	"13"	"1"	"0X"	"26"	"1"	"1V"	"51"
"rrfH"	"19"	"F"	"07"	"5"	"L"	"13"	"2"	"0X"	"26"	"2"	"1V"	"52"
"xylE"	"12"	"F"	"07"	"3"	"L"	"14"	"1"	"0X"	"27"	"1"	"1V"	"53"
"gltB"	"20"	"F"	"07"	"5"	"L"	"14"	"2"	"0X"	"27"	"2"	"1V"	"54"
"uhpT"	"16"	"F"	"07"	"4"	"L"	"14"	"1"	"0X"	"28"	"1"	"1V"	"55"
"gltB"	"20"	"F"	"07"	"5"	"L"	"14"	"2"	"0X"	"28"	"2"	"1V"	"56"
"ybbC"	"11"	"F"	"08"	"3"	"L"	"15"	"1"	"0X"	"29"	"1"	"1V"	"57"
"rpsA"	"19"	"F"	"08"	"5"	"L"	"15"	"2"	"0X"	"29"	"2"	"1V"	"58"
"ydhR"	"15"	"F"	"08"	"4"	"L"	"15"	"1"	"0X"	"30"	"1"	"1V"	"59"
"rpsA"	"19"	"F"	"08"	"5"	"L"	"15"	"2"	"0X"	"30"	"2"	"1V"	"60"
"yjiW"	"12"	"F"	"08"	"3"	"L"	"16"	"1"	"0X"	"31"	"1"	"1V"	"61"
"dnaJ"	"20"	"F"	"08"	"5"	"L"	"16"	"2"	"0X"	"31"	"2"	"1V"	"62"
"uhpA"	"16"	"F"	"08"	"4"	"L"	"16"	"1"	"0X"	"32"	"1"	"1V"	"63"
"dnaJ"	"20"	"F"	"08"	"5"	"L"	"16"	"2"	"0X"	"32"	"2"	"1V"	"64"
"b0501"	"11"	"F"	"09"	"3"	"L"	"17"	"1"	"0X"	"33"	"1"	"1V"	"65"
"rimL"	"19"	"F"	"09"	"5"	"L"	"17"	"2"	"0X"	"33"	"2"	"1V"	"66"
"ydhS"	"15"	"F"	"09"	"4"	"L"	"17"	"1"	"0X"	"34"	"1"	"1V"	"67"
"rimL"	"19"	"F"	"09"	"5"	"L"	"17"	"2"	"0X"	"34"	"2"	"1V"	"68"
"ykgH"	"12"	"F"	"09"	"3"	"L"	"18"	"1"	"0X"	"35"	"1"	"1V"	"69"
"groE"	"20"	"F"	"09"	"5"	"L"	"18"	"2"	"0X"	"35"	"2"	"1V"	"70"
"ydcI"	"16"	"F"	"09"	"4"	"L"	"18"	"1"	"0X"	"36"	"1"	"1V"	"71"
"groE"	"20"	"F"	"09"	"5"	"L"	"18"	"2"	"0X"	"36"	"2"	"1V"	"72"
"wrbA"	"11"	"F"	"10"	"3"	"L"	"19"	"1"	"0X"	"37"	"1"	"1V"	"73"
"wrbA"	"19"	"F"	"10"	"5"	"L"	"19"	"2"	"0X"	"37"	"2"	"1V"	"74"
"wrbA"	"15"	"F"	"10"	"4"	"L"	"19"	"1"	"0X"	"38"	"1"	"1V"	"75"
"wrbA"	"19"	"F"	"10"	"5"	"L"	"19"	"2"	"0X"	"38"	"2"	"1V"	"76"
"wrbA"	"12"	"F"	"10"	"3"	"L"	"20"	"1"	"0X"	"39"	"1"	"1V"	"77"
"wrbA"	"20"	"F"	"10"	"5"	"L"	"20"	"2"	"0X"	"39"	"2"	"1V"	"78"
"wrbA"	"16"	"F"	"10"	"4"	"L"	"20"	"1"	"0X"	"40"	"1"	"1V"	"79"
"wrbA"	"20"	"F"	"10"	"5"	"L"	"20"	"2"	"0X"	"40"	"2"	"1V"	"80"
"yaiE"	"11"	"F"	"11"	"3"	"L"	"21"	"1"	"0X"	"41"	"1"	"1V"	"81"
"rplY"	"19"	"F"	"11"	"5"	"L"	"21"	"2"	"0X"	"41"	"2"	"1V"	"82"
"ydiL"	"15"	"F"	"11"	"4"	"L"	"21"	"1"	"0X"	"42"	"1"	"1V"	"83"
"rplY"	"19"	"F"	"11"	"5"	"L"	"21"	"2"	"0X"	"42"	"2"	"1V"	"84"
"yagB"	"12"	"F"	"11"	"3"	"L"	"22"	"1"	"0X"	"43"	"1"	"1V"	"85"
"lexA"	"20"	"F"	"11"	"5"	"L"	"22"	"2"	"0X"	"43"	"2"	"1V"	"86"
"ychJ"	"16"	"F"	"11"	"4"	"L"	"22"	"1"	"0X"	"44"	"1"	"1V"	"87"
"lexA"	"20"	"F"	"11"	"5"	"L"	"22"	"2"	"0X"	"44"	"2"	"1V"	"88"
"paaX"	"11"	"F"	"12"	"3"	"L"	"23"	"1"	"0X"	"45"	"1"	"1V"	"89"
"ssrA"	"19"	"F"	"12"	"5"	"L"	"23"	"2"	"0X"	"45"	"2"	"1V"	"90"
"kil"	"15"	"F"	"12"	"4"	"L"	"23"	"1"	"0X"	"46"	"1"	"1V"	"91"
"ssrA"	"19"	"F"	"12"	"5"	"L"	"23"	"2"	"0X"	"46"	"2"	"1V"	"92"
"yagM"	"12"	"F"	"12"	"3"	"L"	"24"	"1"	"0X"	"47"	"1"	"1V"	"93"
"rpoS"	"20"	"F"	"12"	"5"	"L"	"24"	"2"	"0X"	"47"	"2"	"1V"	"94"
"yciC"	"16"	"F"	"12"	"4"	"L"	"24"	"1"	"0X"	"48"	"1"	"1V"	"95"
"rpoS"	"20"	"F"	"12"	"5"	"L"	"24"	"2"	"0X"	"48"	"2"	"1V"	"96"
"tktB"	"1"	"G"	"01"	"1"	"M"	"01"	"1"	"0Y"	"01"	"1"	"1W"	"01"
"tktB"	"1"	"G"	"01"	"1"	"M"	"01"	"1"	"0Y"	"01"	"1"	"1W"	"02"
"sspA"	"5"	"G"	"01"	"2"	"M"	"01"	"1"	"0Y"	"02"	"1"	"1W"	"03"
"sspA"	"5"	"G"	"01"	"2"	"M"	"01"	"1"	"0Y"	"02"	"1"	"1W"	"04"
"cspG"	"2"	"G"	"01"	"1"	"M"	"02"	"1"	"0Y"	"03"	"1"	"1W"	"05"
"cspG"	"2"	"G"	"01"	"1"	"M"	"02"	"1"	"0Y"	"03"	"1"	"1W"	"06"
"gloA"	"6"	"G"	"01"	"2"	"M"	"02"	"1"	"0Y"	"04"	"1"	"1W"	"07"
"gloA"	"6"	"G"	"01"	"2"	"M"	"02"	"1"	"0Y"	"04"	"1"	"1W"	"08"
"pfkA"	"1"	"G"	"02"	"1"	"M"	"03"	"1"	"0Y"	"05"	"1"	"1W"	"09"
"pfkA"	"1"	"G"	"02"	"1"	"M"	"03"	"1"	"0Y"	"05"	"1"	"1W"	"10"
"arpA"	"5"	"G"	"02"	"2"	"M"	"03"	"1"	"0Y"	"06"	"1"	"1W"	"11"
"arpA"	"5"	"G"	"02"	"2"	"M"	"03"	"1"	"0Y"	"06"	"1"	"1W"	"12"
"intZ"	"2"	"G"	"02"	"1"	"M"	"04"	"1"	"0Y"	"07"	"1"	"1W"	"13"
"intZ"	"2"	"G"	"02"	"1"	"M"	"04"	"1"	"0Y"	"07"	"1"	"1W"	"14"
"ybdL"	"6"	"G"	"02"	"2"	"M"	"04"	"1"	"0Y"	"08"	"1"	"1W"	"15"
"ybdL"	"6"	"G"	"02"	"2"	"M"	"04"	"1"	"0Y"	"08"	"1"	"1W"	"16"
"edd"	"1"	"G"	"03"	"1"	"M"	"05"	"1"	"0Y"	"09"	"1"	"1W"	"17"
"edd"	"1"	"G"	"03"	"1"	"M"	"05"	"1"	"0Y"	"09"	"1"	"1W"	"18"
"yjhI"	"5"	"G"	"03"	"2"	"M"	"05"	"1"	"0Y"	"10"	"1"	"1W"	"19"
"yjhI"	"5"	"G"	"03"	"2"	"M"	"05"	"1"	"0Y"	"10"	"1"	"1W"	"20"
"sscR"	"2"	"G"	"03"	"1"	"M"	"06"	"1"	"0Y"	"11"	"1"	"1W"	"21"
"sscR"	"2"	"G"	"03"	"1"	"M"	"06"	"1"	"0Y"	"11"	"1"	"1W"	"22"
"rhlE"	"6"	"G"	"03"	"2"	"M"	"06"	"1"	"0Y"	"12"	"1"	"1W"	"23"
"rhlE"	"6"	"G"	"03"	"2"	"M"	"06"	"1"	"0Y"	"12"	"1"	"1W"	"24"
"ylbE"	"1"	"G"	"04"	"1"	"M"	"07"	"1"	"0Y"	"13"	"1"	"1W"	"25"
"ylbE"	"1"	"G"	"04"	"1"	"M"	"07"	"1"	"0Y"	"13"	"1"	"1W"	"26"
"sgcC"	"5"	"G"	"04"	"2"	"M"	"07"	"1"	"0Y"	"14"	"1"	"1W"	"27"
"sgcC"	"5"	"G"	"04"	"2"	"M"	"07"	"1"	"0Y"	"14"	"1"	"1W"	"28"
"idnK"	"2"	"G"	"04"	"1"	"M"	"08"	"1"	"0Y"	"15"	"1"	"1W"	"29"
"idnK"	"2"	"G"	"04"	"1"	"M"	"08"	"1"	"0Y"	"15"	"1"	"1W"	"30"
"ybjK"	"6"	"G"	"04"	"2"	"M"	"08"	"1"	"0Y"	"16"	"1"	"1W"	"31"
"ybjK"	"6"	"G"	"04"	"2"	"M"	"08"	"1"	"0Y"	"16"	"1"	"1W"	"32"
"ylbF"	"1"	"G"	"05"	"1"	"M"	"09"	"1"	"0Y"	"17"	"1"	"1W"	"33"
"ylbF"	"1"	"G"	"05"	"1"	"M"	"09"	"1"	"0Y"	"17"	"1"	"1W"	"34"
"yjhS"	"5"	"G"	"05"	"2"	"M"	"09"	"1"	"0Y"	"18"	"1"	"1W"	"35"
"yjhS"	"5"	"G"	"05"	"2"	"M"	"09"	"1"	"0Y"	"18"	"1"	"1W"	"36"
"somA"	"2"	"G"	"05"	"1"	"M"	"10"	"1"	"0Y"	"19"	"1"	"1W"	"37"
"somA"	"2"	"G"	"05"	"1"	"M"	"10"	"1"	"0Y"	"19"	"1"	"1W"	"38"
"yafS"	"6"	"G"	"05"	"2"	"M"	"10"	"1"	"0Y"	"20"	"1"	"1W"	"39"
"yafS"	"6"	"G"	"05"	"2"	"M"	"10"	"1"	"0Y"	"20"	"1"	"1W"	"40"
"renD"	"1"	"G"	"06"	"1"	"M"	"11"	"1"	"0Y"	"21"	"1"	"1W"	"41"
"renD"	"1"	"G"	"06"	"1"	"M"	"11"	"1"	"0Y"	"21"	"1"	"1W"	"42"
"adk"	"5"	"G"	"06"	"2"	"M"	"11"	"1"	"0Y"	"22"	"1"	"1W"	"43"
"adk"	"5"	"G"	"06"	"2"	"M"	"11"	"1"	"0Y"	"22"	"1"	"1W"	"44"
"ycbZ"	"2"	"G"	"06"	"1"	"M"	"12"	"1"	"0Y"	"23"	"1"	"1W"	"45"
"ycbZ"	"2"	"G"	"06"	"1"	"M"	"12"	"1"	"0Y"	"23"	"1"	"1W"	"46"
"dpiB"	"6"	"G"	"06"	"2"	"M"	"12"	"1"	"0Y"	"24"	"1"	"1W"	"47"
"dpiB"	"6"	"G"	"06"	"2"	"M"	"12"	"1"	"0Y"	"24"	"1"	"1W"	"48"
"ybcK"	"1"	"G"	"07"	"1"	"M"	"13"	"1"	"0Y"	"25"	"1"	"1W"	"49"
"ybcK"	"1"	"G"	"07"	"1"	"M"	"13"	"1"	"0Y"	"25"	"1"	"1W"	"50"
"flgH"	"5"	"G"	"07"	"2"	"M"	"13"	"1"	"0Y"	"26"	"1"	"1W"	"51"
"flgH"	"5"	"G"	"07"	"2"	"M"	"13"	"1"	"0Y"	"26"	"1"	"1W"	"52"
"eutB"	"2"	"G"	"07"	"1"	"M"	"14"	"1"	"0Y"	"27"	"1"	"1W"	"53"
"eutB"	"2"	"G"	"07"	"1"	"M"	"14"	"1"	"0Y"	"27"	"1"	"1W"	"54"
"ydgH"	"6"	"G"	"07"	"2"	"M"	"14"	"1"	"0Y"	"28"	"1"	"1W"	"55"
"ydgH"	"6"	"G"	"07"	"2"	"M"	"14"	"1"	"0Y"	"28"	"1"	"1W"	"56"
"ybcL"	"1"	"G"	"08"	"1"	"M"	"15"	"1"	"0Y"	"29"	"1"	"1W"	"57"
"ybcL"	"1"	"G"	"08"	"1"	"M"	"15"	"1"	"0Y"	"29"	"1"	"1W"	"58"
"fabF"	"5"	"G"	"08"	"2"	"M"	"15"	"1"	"0Y"	"30"	"1"	"1W"	"59"
"fabF"	"5"	"G"	"08"	"2"	"M"	"15"	"1"	"0Y"	"30"	"1"	"1W"	"60"
"cysJ"	"2"	"G"	"08"	"1"	"M"	"16"	"1"	"0Y"	"31"	"1"	"1W"	"61"
"cysJ"	"2"	"G"	"08"	"1"	"M"	"16"	"1"	"0Y"	"31"	"1"	"1W"	"62"
"yegE"	"6"	"G"	"08"	"2"	"M"	"16"	"1"	"0Y"	"32"	"1"	"1W"	"63"
"yegE"	"6"	"G"	"08"	"2"	"M"	"16"	"1"	"0Y"	"32"	"1"	"1W"	"64"
"glxK"	"1"	"G"	"09"	"1"	"M"	"17"	"1"	"0Y"	"33"	"1"	"1W"	"65"
"glxK"	"1"	"G"	"09"	"1"	"M"	"17"	"1"	"0Y"	"33"	"1"	"1W"	"66"
"cfa"	"5"	"G"	"09"	"2"	"M"	"17"	"1"	"0Y"	"34"	"1"	"1W"	"67"
"cfa"	"5"	"G"	"09"	"2"	"M"	"17"	"1"	"0Y"	"34"	"1"	"1W"	"68"
"ygjH"	"2"	"G"	"09"	"1"	"M"	"18"	"1"	"0Y"	"35"	"1"	"1W"	"69"
"ygjH"	"2"	"G"	"09"	"1"	"M"	"18"	"1"	"0Y"	"35"	"1"	"1W"	"70"
"yfeN"	"6"	"G"	"09"	"2"	"M"	"18"	"1"	"0Y"	"36"	"1"	"1W"	"71"
"yfeN"	"6"	"G"	"09"	"2"	"M"	"18"	"1"	"0Y"	"36"	"1"	"1W"	"72"
"flgA"	"1"	"G"	"10"	"1"	"M"	"19"	"1"	"0Y"	"37"	"1"	"1W"	"73"
"flgA"	"1"	"G"	"10"	"1"	"M"	"19"	"1"	"0Y"	"37"	"1"	"1W"	"74"
"ydfO"	"5"	"G"	"10"	"2"	"M"	"19"	"1"	"0Y"	"38"	"1"	"1W"	"75"
"ydfO"	"5"	"G"	"10"	"2"	"M"	"19"	"1"	"0Y"	"38"	"1"	"1W"	"76"
"b4283"	"2"	"G"	"10"	"1"	"M"	"20"	"1"	"0Y"	"39"	"1"	"1W"	"77"
"b4283"	"2"	"G"	"10"	"1"	"M"	"20"	"1"	"0Y"	"39"	"1"	"1W"	"78"
"yqgA"	"6"	"G"	"10"	"2"	"M"	"20"	"1"	"0Y"	"40"	"1"	"1W"	"79"
"yqgA"	"6"	"G"	"10"	"2"	"M"	"20"	"1"	"0Y"	"40"	"1"	"1W"	"80"
"gnd"	"1"	"G"	"11"	"1"	"M"	"21"	"1"	"0Y"	"41"	"1"	"1W"	"81"
"gnd"	"1"	"G"	"11"	"1"	"M"	"21"	"1"	"0Y"	"41"	"1"	"1W"	"82"
"yebF"	"5"	"G"	"11"	"2"	"M"	"21"	"1"	"0Y"	"42"	"1"	"1W"	"83"
"yebF"	"5"	"G"	"11"	"2"	"M"	"21"	"1"	"0Y"	"42"	"1"	"1W"	"84"
"yqjC"	"2"	"G"	"11"	"1"	"M"	"22"	"1"	"0Y"	"43"	"1"	"1W"	"85"
"yqjC"	"2"	"G"	"11"	"1"	"M"	"22"	"1"	"0Y"	"43"	"1"	"1W"	"86"
"yghU"	"6"	"G"	"11"	"2"	"M"	"22"	"1"	"0Y"	"44"	"1"	"1W"	"87"
"yghU"	"6"	"G"	"11"	"2"	"M"	"22"	"1"	"0Y"	"44"	"1"	"1W"	"88"
"mqo"	"1"	"G"	"12"	"1"	"M"	"23"	"1"	"0Y"	"45"	"1"	"1W"	"89"
"mqo"	"1"	"G"	"12"	"1"	"M"	"23"	"1"	"0Y"	"45"	"1"	"1W"	"90"
"b1998"	"5"	"G"	"12"	"2"	"M"	"23"	"1"	"0Y"	"46"	"1"	"1W"	"91"
"b1998"	"5"	"G"	"12"	"2"	"M"	"23"	"1"	"0Y"	"46"	"1"	"1W"	"92"
"ycjK"	"2"	"G"	"12"	"1"	"M"	"24"	"1"	"0Y"	"47"	"1"	"1W"	"93"
"ycjK"	"2"	"G"	"12"	"1"	"M"	"24"	"1"	"0Y"	"47"	"1"	"1W"	"94"
"pldA"	"6"	"G"	"12"	"2"	"M"	"24"	"1"	"0Y"	"48"	"1"	"1W"	"95"
"pldA"	"6"	"G"	"12"	"2"	"M"	"24"	"1"	"0Y"	"48"	"1"	"1W"	"96"
"tktB"	"1"	"G"	"01"	"1"	"M"	"01"	"1"	"0Y"	"01"	"1"	"1X"	"01"
"grpE"	"17"	"G"	"01"	"5"	"M"	"01"	"2"	"0Y"	"01"	"2"	"1X"	"02"
"sspA"	"5"	"G"	"01"	"2"	"M"	"01"	"1"	"0Y"	"02"	"1"	"1X"	"03"
"grpE"	"17"	"G"	"01"	"5"	"M"	"01"	"2"	"0Y"	"02"	"2"	"1X"	"04"
"cspG"	"2"	"G"	"01"	"1"	"M"	"02"	"1"	"0Y"	"03"	"1"	"1X"	"05"
"yjcD"	"18"	"G"	"01"	"5"	"M"	"02"	"2"	"0Y"	"03"	"2"	"1X"	"06"
"gloA"	"6"	"G"	"01"	"2"	"M"	"02"	"1"	"0Y"	"04"	"1"	"1X"	"07"
"yjcD"	"18"	"G"	"01"	"5"	"M"	"02"	"2"	"0Y"	"04"	"2"	"1X"	"08"
"pfkA"	"1"	"G"	"02"	"1"	"M"	"03"	"1"	"0Y"	"05"	"1"	"1X"	"09"
"spy"	"17"	"G"	"02"	"5"	"M"	"03"	"2"	"0Y"	"05"	"2"	"1X"	"10"
"arpA"	"5"	"G"	"02"	"2"	"M"	"03"	"1"	"0Y"	"06"	"1"	"1X"	"11"
"spy"	"17"	"G"	"02"	"5"	"M"	"03"	"2"	"0Y"	"06"	"2"	"1X"	"12"
"intZ"	"2"	"G"	"02"	"1"	"M"	"04"	"1"	"0Y"	"07"	"1"	"1X"	"13"
"yjdK"	"18"	"G"	"02"	"5"	"M"	"04"	"2"	"0Y"	"07"	"2"	"1X"	"14"
"ybdL"	"6"	"G"	"02"	"2"	"M"	"04"	"1"	"0Y"	"08"	"1"	"1X"	"15"
"yjdK"	"18"	"G"	"02"	"5"	"M"	"04"	"2"	"0Y"	"08"	"2"	"1X"	"16"
"edd"	"1"	"G"	"03"	"1"	"M"	"05"	"1"	"0Y"	"09"	"1"	"1X"	"17"
"ydjF"	"17"	"G"	"03"	"5"	"M"	"05"	"2"	"0Y"	"09"	"2"	"1X"	"18"
"yjhI"	"5"	"G"	"03"	"2"	"M"	"05"	"1"	"0Y"	"10"	"1"	"1X"	"19"
"ydjF"	"17"	"G"	"03"	"5"	"M"	"05"	"2"	"0Y"	"10"	"2"	"1X"	"20"
"sscR"	"2"	"G"	"03"	"1"	"M"	"06"	"1"	"0Y"	"11"	"1"	"1X"	"21"
"yjeI"	"18"	"G"	"03"	"5"	"M"	"06"	"2"	"0Y"	"11"	"2"	"1X"	"22"
"rhlE"	"6"	"G"	"03"	"2"	"M"	"06"	"1"	"0Y"	"12"	"1"	"1X"	"23"
"yjeI"	"18"	"G"	"03"	"5"	"M"	"06"	"2"	"0Y"	"12"	"2"	"1X"	"24"
"ylbE"	"1"	"G"	"04"	"1"	"M"	"07"	"1"	"0Y"	"13"	"1"	"1X"	"25"
"ydjL"	"17"	"G"	"04"	"5"	"M"	"07"	"2"	"0Y"	"13"	"2"	"1X"	"26"
"sgcC"	"5"	"G"	"04"	"2"	"M"	"07"	"1"	"0Y"	"14"	"1"	"1X"	"27"
"ydjL"	"17"	"G"	"04"	"5"	"M"	"07"	"2"	"0Y"	"14"	"2"	"1X"	"28"
"idnK"	"2"	"G"	"04"	"1"	"M"	"08"	"1"	"0Y"	"15"	"1"	"1X"	"29"
"yjeN"	"18"	"G"	"04"	"5"	"M"	"08"	"2"	"0Y"	"15"	"2"	"1X"	"30"
"ybjK"	"6"	"G"	"04"	"2"	"M"	"08"	"1"	"0Y"	"16"	"1"	"1X"	"31"
"yjeN"	"18"	"G"	"04"	"5"	"M"	"08"	"2"	"0Y"	"16"	"2"	"1X"	"32"
"ylbF"	"1"	"G"	"05"	"1"	"M"	"09"	"1"	"0Y"	"17"	"1"	"1X"	"33"
"rrmA"	"17"	"G"	"05"	"5"	"M"	"09"	"2"	"0Y"	"17"	"2"	"1X"	"34"
"yjhS"	"5"	"G"	"05"	"2"	"M"	"09"	"1"	"0Y"	"18"	"1"	"1X"	"35"
"rrmA"	"17"	"G"	"05"	"5"	"M"	"09"	"2"	"0Y"	"18"	"2"	"1X"	"36"
"somA"	"2"	"G"	"05"	"1"	"M"	"10"	"1"	"0Y"	"19"	"1"	"1X"	"37"
"b2861"	"18"	"G"	"05"	"5"	"M"	"10"	"2"	"0Y"	"19"	"2"	"1X"	"38"
"yafS"	"6"	"G"	"05"	"2"	"M"	"10"	"1"	"0Y"	"20"	"1"	"1X"	"39"
"b2861"	"18"	"G"	"05"	"5"	"M"	"10"	"2"	"0Y"	"20"	"2"	"1X"	"40"
"renD"	"1"	"G"	"06"	"1"	"M"	"11"	"1"	"0Y"	"21"	"1"	"1X"	"41"
"proQ"	"17"	"G"	"06"	"5"	"M"	"11"	"2"	"0Y"	"21"	"2"	"1X"	"42"
"adk"	"5"	"G"	"06"	"2"	"M"	"11"	"1"	"0Y"	"22"	"1"	"1X"	"43"
"proQ"	"17"	"G"	"06"	"5"	"M"	"11"	"2"	"0Y"	"22"	"2"	"1X"	"44"
"ycbZ"	"2"	"G"	"06"	"1"	"M"	"12"	"1"	"0Y"	"23"	"1"	"1X"	"45"
"yjeB"	"18"	"G"	"06"	"5"	"M"	"12"	"2"	"0Y"	"23"	"2"	"1X"	"46"
"dpiB"	"6"	"G"	"06"	"2"	"M"	"12"	"1"	"0Y"	"24"	"1"	"1X"	"47"
"yjeB"	"18"	"G"	"06"	"5"	"M"	"12"	"2"	"0Y"	"24"	"2"	"1X"	"48"
"ybcK"	"1"	"G"	"07"	"1"	"M"	"13"	"1"	"0Y"	"25"	"1"	"1X"	"49"
"pphA"	"17"	"G"	"07"	"5"	"M"	"13"	"2"	"0Y"	"25"	"2"	"1X"	"50"
"flgH"	"5"	"G"	"07"	"2"	"M"	"13"	"1"	"0Y"	"26"	"1"	"1X"	"51"
"pphA"	"17"	"G"	"07"	"5"	"M"	"13"	"2"	"0Y"	"26"	"2"	"1X"	"52"
"eutB"	"2"	"G"	"07"	"1"	"M"	"14"	"1"	"0Y"	"27"	"1"	"1X"	"53"
"yjfI"	"18"	"G"	"07"	"5"	"M"	"14"	"2"	"0Y"	"27"	"2"	"1X"	"54"
"ydgH"	"6"	"G"	"07"	"2"	"M"	"14"	"1"	"0Y"	"28"	"1"	"1X"	"55"
"yjfI"	"18"	"G"	"07"	"5"	"M"	"14"	"2"	"0Y"	"28"	"2"	"1X"	"56"
"ybcL"	"1"	"G"	"08"	"1"	"M"	"15"	"1"	"0Y"	"29"	"1"	"1X"	"57"
"torY"	"17"	"G"	"08"	"5"	"M"	"15"	"2"	"0Y"	"29"	"2"	"1X"	"58"
"fabF"	"5"	"G"	"08"	"2"	"M"	"15"	"1"	"0Y"	"30"	"1"	"1X"	"59"
"torY"	"17"	"G"	"08"	"5"	"M"	"15"	"2"	"0Y"	"30"	"2"	"1X"	"60"
"cysJ"	"2"	"G"	"08"	"1"	"M"	"16"	"1"	"0Y"	"31"	"1"	"1X"	"61"
"yjfK"	"18"	"G"	"08"	"5"	"M"	"16"	"2"	"0Y"	"31"	"2"	"1X"	"62"
"yegE"	"6"	"G"	"08"	"2"	"M"	"16"	"1"	"0Y"	"32"	"1"	"1X"	"63"
"yjfK"	"18"	"G"	"08"	"5"	"M"	"16"	"2"	"0Y"	"32"	"2"	"1X"	"64"
"glxK"	"1"	"G"	"09"	"1"	"M"	"17"	"1"	"0Y"	"33"	"1"	"1X"	"65"
"yaiN"	"17"	"G"	"09"	"5"	"M"	"17"	"2"	"0Y"	"33"	"2"	"1X"	"66"
"cfa"	"5"	"G"	"09"	"2"	"M"	"17"	"1"	"0Y"	"34"	"1"	"1X"	"67"
"yaiN"	"17"	"G"	"09"	"5"	"M"	"17"	"2"	"0Y"	"34"	"2"	"1X"	"68"
"ygjH"	"2"	"G"	"09"	"1"	"M"	"18"	"1"	"0Y"	"35"	"1"	"1X"	"69"
"ytfI"	"18"	"G"	"09"	"5"	"M"	"18"	"2"	"0Y"	"35"	"2"	"1X"	"70"
"yfeN"	"6"	"G"	"09"	"2"	"M"	"18"	"1"	"0Y"	"36"	"1"	"1X"	"71"
"ytfI"	"18"	"G"	"09"	"5"	"M"	"18"	"2"	"0Y"	"36"	"2"	"1X"	"72"
"flgA"	"1"	"G"	"10"	"1"	"M"	"19"	"1"	"0Y"	"37"	"1"	"1X"	"73"
"yeeX"	"17"	"G"	"10"	"5"	"M"	"19"	"2"	"0Y"	"37"	"2"	"1X"	"74"
"ydfO"	"5"	"G"	"10"	"2"	"M"	"19"	"1"	"0Y"	"38"	"1"	"1X"	"75"
"yeeX"	"17"	"G"	"10"	"5"	"M"	"19"	"2"	"0Y"	"38"	"2"	"1X"	"76"
"b4283"	"2"	"G"	"10"	"1"	"M"	"20"	"1"	"0Y"	"39"	"1"	"1X"	"77"
"yjgJ"	"18"	"G"	"10"	"5"	"M"	"20"	"2"	"0Y"	"39"	"2"	"1X"	"78"
"yqgA"	"6"	"G"	"10"	"2"	"M"	"20"	"1"	"0Y"	"40"	"1"	"1X"	"79"
"yjgJ"	"18"	"G"	"10"	"5"	"M"	"20"	"2"	"0Y"	"40"	"2"	"1X"	"80"
"gnd"	"1"	"G"	"11"	"1"	"M"	"21"	"1"	"0Y"	"41"	"1"	"1X"	"81"
"yeeE"	"17"	"G"	"11"	"5"	"M"	"21"	"2"	"0Y"	"41"	"2"	"1X"	"82"
"yebF"	"5"	"G"	"11"	"2"	"M"	"21"	"1"	"0Y"	"42"	"1"	"1X"	"83"
"yeeE"	"17"	"G"	"11"	"5"	"M"	"21"	"2"	"0Y"	"42"	"2"	"1X"	"84"
"yqjC"	"2"	"G"	"11"	"1"	"M"	"22"	"1"	"0Y"	"43"	"1"	"1X"	"85"
"rcsF"	"18"	"G"	"11"	"5"	"M"	"22"	"2"	"0Y"	"43"	"2"	"1X"	"86"
