Promoter,Sulfamethoxazine.12,Sulfisoxazole.12,Ampicillin.14,Cefadroxil.14,Ceftriaxzone.12,Colistin.12,DIP.14,Dirithromycin.12,Erythromycin.12,Linezolid.12,Mecillinam.12,Metronidazole.12,Minocycline.14,Neomycin.12,PolymyxinB.12,Rifampicin.14,SPR741.12,Sulfadimethoxine.14,Sulfamethoxazole.14,Sulfathiazole.14,D.cycloserine.14,FusidicAcid.14,Novobiocin.14,Sulfathiazole.18,Trimethoprim.18,Ampicillin.18,Cefazolin.14,Cefoxitin.14,Ceftriaxone.14,Chloramphenicol.18,DIP.18,Dirithromycin.14,Erythromycin.18,Linezolid.18,Mecillinam.14,Metronidazole.18,Minocycline.18,Neomycin.18,Norfloxacin.12,Rifampicin.14.1,Rifapentine.18,MitomycinC.18,A22.12,Ampicillin.14.1,Azithromycin.12,Dcycloserine.14,Doxycycline.12,Furazolidone.12,PBnonapeptide.12,PenicillinG,Spectinomycin.14,Sulfamethazine.14,Sulfamethoxazole.12,Sulfamethoxazole.12.1,A22.14,Azithromycin.14,Cefadroxil.14.1,Cefmetazole.14,Cefoxime.14,Cefoxitin.14.1,Cerulenin.14,D.cycloserine.18,Doxycycline.14,Nitrofurantoin.14,Novobiocin.18,Paraquat.14,PBnonapeptide.14,Rifabutin.14,SodiumBicarbonate.25,Sulfamethoxazole.14.1,Sulfamethoxazole.14.2,A22.18,Apramycin.14,Azithromycin.18,CCCP.18,Cefadroxil.18,Cefmetazole.18,Cefoxitin.18,Cerulenin.18,Doxycycline.18,Enoxacin.18,Furazolidone.18,Imipenem.12,Nitrofurantoin.18,Paraquat.18,PBnonapeptide.18,PF5081090.18,Rifabutin.18,SodiumBicarbonate.12,Sulfamethoxazole.18,Sulfamethoxazole.18.1,Cefmetazole.12,Chloramphenicol.12,Cinoxacin.12,Ciprofloxacin.14,NalidixicAcid.12,Streptomycin.12,Sulfadimethoxine.12,Tetracycline.12,Thiamphenicol.18,Triclosan.12,Lincomycin.14,Sulfamethoxazine.14,Sulfisoxazole.14,CHIR090.14,Chloramphenicol.14,Cinoxacin.14,EDTA.14,Meropenem.14,NalidixicAcid.14,Streptomycin.14,Tetracycline.14,Thiamphenicol.14,Triclosan.14,Rifabutin.12,Sulfamethoxazine.18,Sulfisoxazole.18,Ampicillin.18.1,Apramycin.18,Cefmetazole.14.1,Ceftriaxone.18,CHIR090.18,Chloramphenicol.18.1,Cinoxacin.18,Ciprofloxacin.18,Gentamicin.18,Meropenem.18,PenicillinG.18,PolymyxinB.14,PolymyxinB.18,Streptomycin.18,Sulfadimethoxine.18,Tetracycline.18,Thiamphenicol.12,Thiamphenicol.18.1,Triclosan.18,Trimethoprim.18.1,Fosfomycin,Rifampicin.12,Sulfamethoxazole.12.2,Sulfathiazole.12,Cholesterol20,Cholesterol40,Sulfamethizole.10,Spectomycin.4
yebU,-0.630068015,-1.269539258,-0.833327105,-0.694912895,0.912391141,0.225038348,-0.834177719,0.556457576,0.085672688,0.125399168,1.162699484,-0.330506797,-0.135553488,-0.686923956,-0.956323398,-0.017698269,-1.3104643,0.504658204,-0.568107726,-0.814234736,-0.628409961,-0.000118402,0.299356582,-1.031018932,-0.361762814,-1.249303707,-1.255298118,-1.303515505,-1.301489024,-0.964665293,-1.171146736,-0.343446661,-1.321655875,-1.002573843,0.551940463,-0.81015321,-0.763975971,0.268660154,0.064596661,-0.727542287,0.424399659,-0.768146201,1.188871147,-0.234472727,0.344071351,0.494710154,0.222921776,0.651335987,-0.877587563,-0.013608736,0.054595632,-0.61910136,0.634052809,1.065191207,1.214396501,0.317177016,1.209336946,0.548985572,1.867888242,-0.622707434,-0.116263967,-1.14625687,-0.383389904,-0.737004275,-0.342557216,0.17001309,-0.927184827,1.987245171,-0.583337964,1.575800524,1.539930967,0.184479374,0.880388898,0.362881218,0.535622009,1.191749409,0.237741019,0.40339684,-0.361342137,0.706087975,0.692241739,-0.032069276,1.267659442,0.227001933,0.168319166,-0.018440677,-0.44796862,1.473020396,0.14421023,1.129474077,0.595898736,-0.748361772,-0.270005553,0.780338687,0.223387803,-0.204948702,0.111302175,-0.342569324,-0.154994778,0.458126305,-0.159001881,-0.641453868,-0.583497387,0.029443345,0.374242857,0.571531746,0.792721761,-0.418195145,1.184280559,-0.03357227,-1.308589166,0.088557949,1.084647483,0.415900062,1.859037736,-1.182280599,-0.691025565,0.267352542,-1.020835509,-0.461819502,1.239813428,0.061695678,0.805456321,0.118632196,0.775486659,0.328043957,1.127378052,-0.500748814,0.040695016,-1.246342666,-0.267231778,0.828168501,-0.309797254,1.477048429,0.985147898,-1.124818643,-0.365033196,-1.153546489,1.576493586,-0.674841862,-1.115446504,-0.692915685,-0.976592429,-0.558501344,-0.932479366
pfkB,0.202837619,-0.329921326,0.312564885,-0.763689389,1.085874208,-0.115022054,0.007783291,-0.251226464,-0.455443737,-0.389786586,-0.09373937,0.006555839,0.836418123,-1.117579115,-0.403359748,-0.696621906,0.156401176,0.359788368,-0.10452806,0.445282643,0.260783024,-0.080896001,-0.802227797,0.525133982,0.143785383,-0.574965512,-0.254615231,-0.557467936,-1.158255246,-1.216721463,0.564316847,-0.446537053,-1.3630718,-0.203012812,0.554020879,0.750879402,-0.128688628,-0.15572569,-0.679700897,0.884824268,-0.130746619,-0.291364799,0.505906426,0.034467147,-0.975281321,0.420129949,0.494577853,-0.043665882,-0.884976146,-0.292994957,0.580140978,0.01005472,0.140336977,0.560548597,0.400992034,-0.267149933,0.321551984,1.066316748,0.64046146,-0.017345887,0.850499812,0.018883202,0.274752264,-0.148383497,0.246650657,0.543857444,-0.614501485,0.396363688,-0.337903324,1.085498172,0.662116732,0.435202711,0.22946964,-0.762518719,1.232044885,0.323258388,1.13210202,1.644061566,1.65682557,2.257703796,-0.768346203,0.597217808,1.457770173,1.14415601,0.429828771,0.891087935,0.906951896,0.265022928,0.028554198,0.787171214,0.802070641,-0.554431136,-0.864868095,-0.832558201,-1.086554455,-0.295122138,-0.803030169,0.063725974,-0.752619334,-0.901569719,-0.862168394,-0.233060387,0.453247726,0.475449381,0.397477408,-0.659921853,-0.874996091,-0.119289763,0.104036872,-0.255398925,-1.754790365,0.515180745,-0.272418471,-0.785512067,-0.531077345,-0.013501463,0.496543655,0.287893645,-0.269952295,0.122686206,1.200644498,0.701720717,-0.242362482,-0.429011326,1.079425459,0.380951908,-0.230179571,-0.042205834,0.535773417,-0.839807515,0.089935549,0.483364841,0.487758679,-0.405461644,-0.86407395,-1.089225182,0.966991736,-0.904026006,-0.12398215,0.21708997,-0.308947836,-0.339819986,-0.11579511,-0.148969695,0.801675796
yhcF,0.476162879,3.881898865,2.033124488,1.396317303,-0.185008963,-0.974708297,-0.331318629,-1.033040771,-1.040828935,-1.549160331,-0.704459158,-0.688663122,0.943596252,-1.141417823,-1.085594402,-1.555534554,-0.341474835,2.23836803,1.041925475,4.936663962,-0.428260144,-0.891587939,0.470529397,4.789650418,3.213567763,0.778581546,0.048156672,-0.982547068,1.29527832,-1.633064903,0.572990083,-0.6656638,-1.869281268,-2.206469227,-0.649736405,0.028323488,-0.142516245,1.544506097,-0.805209101,-2.680722482,-1.761428748,-0.207376924,-0.619638714,-0.773366732,-1.142804061,-0.267725171,-0.473441851,-0.825811224,1.65173426,2.919778016,-0.687214165,2.547081416,0.422196855,0.306459303,-0.822190769,-1.266379231,-0.277600684,0.94014417,-0.669318367,0.534337837,-0.497064085,-0.606162428,-0.623875584,1.049764846,1.891260264,-1.078285716,1.296889608,-1.305897187,1.6115769,0.843221605,1.441234459,-1.02785326,-1.585318805,-1.806194827,0.02777678,-0.471371725,1.393723883,-0.016162045,-1.603618163,-0.287428609,-0.797494494,-1.290056035,-0.927759828,0.451363347,-1.006042652,-0.081670714,-0.05819227,-2.015568464,0.810195602,0.805681629,0.63820738,-0.91481879,-0.999415222,-0.678690725,-0.765963845,-0.061437406,-1.202863405,0.938280081,-1.268246038,-1.862346322,-1.217763218,-0.525625609,2.243191974,4.39671153,-1.263756466,-1.902155231,-0.819266936,-0.911044986,-1.053213868,0.425174158,-1.995894061,-0.309261676,-1.628030834,-1.791361792,-1.631274249,1.125658112,3.73670084,-0.654623344,-0.282147382,-0.081714681,-0.401721755,-0.741908897,-1.523672688,-0.728200057,0.499450012,-1.351767274,-1.143197781,1.38120378,-0.882416699,0.219392627,0.452516614,1.11384296,-0.456085711,-1.559889501,-1.921120534,0.351320767,1.793345769,-1.341385586,-1.304525728,-0.718691252,2.724455031,1.607353194,1.076601015,-0.322603992,-0.402831402
secM,0.19966351,-0.369523237,0.251542506,-0.68682686,-0.81153658,1.973332007,-0.91487139,0.05362463,0.106422606,0.862579777,-1.044095595,0.257526858,-0.983673784,-0.292168654,0.218189215,1.019475106,0.883156519,0.012810055,1.811092986,-0.334078462,0.768784947,3.898504795,1.661760186,-0.190794541,0.091168792,-0.777898136,-0.907807309,-0.834054977,-1.569642346,-0.615230162,-0.596957919,-0.025986189,-0.771785641,0.181431599,-0.066132127,0.103305499,-0.81475731,0.688737815,0.896639846,1.544717848,1.990409345,1.233741542,-0.092532934,0.127570349,-0.46161306,0.060033646,-1.381425587,-0.301100237,-1.575961638,0.756063654,-2.091623851,-0.081814587,-0.522974796,-0.671041626,-0.107121025,-1.281892743,-0.992133165,-0.670744817,-0.945278809,-0.940128493,-0.296510876,1.085824861,-1.798135606,-0.62338261,3.640059909,0.68142032,-1.629337039,0.992679251,-0.796098653,0.623124616,-0.978639073,0.117455394,-0.128204335,-1.806480499,1.095058025,-0.954627402,-0.47183137,0.050659218,-0.508899554,-1.575884337,0.231012366,-0.23865914,-0.187428896,-0.014315805,0.124282911,-0.595899429,-0.233774526,1.046775941,-0.443039686,0.47501526,-0.806516466,-0.551897022,0.127093516,0.026176585,0.670538284,0.30217394,-0.144096986,-0.912086192,-1.837278835,0.480789291,-0.330844872,0.096187942,0.474843483,-0.250042015,-0.599573976,-0.464179968,-0.290440344,1.047380702,-1.50289229,0.208415492,-1.399312567,-1.933980448,-1.045086871,-0.774267675,1.160815742,0.213707089,0.034166561,0.402633046,-0.253098754,-0.750983925,0.109211462,-0.117105469,0.052023221,-0.061337829,1.576011958,-0.044619646,-1.313676194,2.098808521,1.235026302,-0.82892791,0.528094893,-0.627556055,-1.888033534,-0.707639248,-1.007367548,-0.559946405,-0.405035167,1.36810019,2.85150665,0.911830397,-0.62439357,-0.291197783,-0.445617945,-0.746061201,-1.383659877
b1966,-0.297867688,-0.528344228,-0.115289609,-0.6767556,1.33348568,0.208987813,-0.222721237,0.090459151,-0.181498972,-0.156884457,1.010139695,0.265603078,-0.204795147,-0.179923432,-0.077997306,-0.407642784,-0.321735923,-0.030820343,0.049006633,-0.595443544,-0.116057381,-0.13578056,0.77737969,-0.793884265,-0.614797449,-0.999139337,-0.519702956,-0.360093638,-1.276727552,-0.853256272,-0.569140688,-0.522238549,-0.909937112,-0.83738956,0.000930728,-0.213772349,-0.865501012,0.452451331,-0.466699153,-0.285189206,-0.180309253,-0.34105901,1.244663467,-0.079010342,0.028801125,1.232025177,-0.369482545,1.283553699,-0.427307563,-0.167892196,-0.048050103,-0.168523841,0.421455541,0.325675867,1.738718436,0.403011049,0.930955455,0.349692341,1.85503451,0.043461536,-0.003034673,-0.812032959,-0.607503933,0.465410356,-0.212924303,0.447892062,-0.523770697,0.865662102,0.292953064,0.528983082,0.693712197,0.288891066,0.576057794,-0.341825671,0.475531634,0.888944452,0.201367433,0.509714153,0.05966507,-0.04082738,-0.728908188,-0.32440505,0.92136163,0.38186597,0.282036304,0.093506106,-0.03843374,1.236003437,0.102165814,0.755583931,-0.193003524,0.280089226,-0.327518812,-0.485910571,-0.723379805,0.450234899,0.674459598,-0.158463917,-0.543329471,0.375225784,0.346855011,-0.17998632,-0.228089711,-0.384824528,0.897461415,-0.110694951,-0.654379546,0.916268931,1.15420889,0.207810299,-0.932865701,-0.46415791,0.316069447,0.868921554,-0.100627623,-0.078001358,-0.537719532,0.276861652,-0.577463,-0.014656806,1.175273583,0.318528232,-0.033994715,-0.54016367,0.71813674,0.18234084,0.709842381,0.340145667,0.676320718,-0.40796444,0.195312511,0.233940626,-0.439002219,0.71611457,-0.299700079,-0.638943356,-0.424367233,-0.528370307,0.122050705,0.188867001,-0.132815291,-0.235883631,-0.664906837,-0.157924684,-0.282408105
setB,-1.199337181,-1.436595919,-0.914704551,-0.747688628,2.016760206,1.300589152,-0.564191182,0.363064806,0.216616469,-0.082176994,2.263502821,0.551677047,-0.621155524,-0.715116392,-0.291671844,-0.534331128,-0.654709883,0.18458876,-0.801729539,-1.317681796,-0.648719415,0.057884489,0.699805631,-1.533010202,-0.922381755,-1.905205572,-1.145300136,-0.757522708,-1.308708794,-0.76649878,-1.264810632,-0.707926083,-1.126877867,-0.803028348,0.853650099,-0.535197213,-1.154454561,-1.043818605,-0.535917536,-0.298470849,-0.138472857,0.527281337,2.238434269,-0.028123222,0.356160561,0.890194061,-0.289437742,1.531869152,-0.380872974,-0.291290786,0.649504914,-1.288186208,0.823976765,0.4515173,2.605310099,0.636417526,2.236109965,0.664484532,2.138821676,-0.295475412,0.185613181,-1.40647409,-1.055845486,-0.405232082,-0.174674827,0.517630565,-0.99129334,0.737505989,-0.20162469,0.903856414,0.167637826,0.408635985,1.067439037,-0.444470515,0.576654701,1.789800193,0.551003479,0.889447135,0.4127667,0.635059008,-0.643042432,-0.082491021,1.315572557,0.320298115,0.457387666,0.287919731,0.116683863,1.502628711,0.223431503,0.586683115,1.233828801,0.170871776,1.271160797,-0.435609995,-0.649085219,0.560646415,1.447804626,0.72110935,-0.533390696,0.586973014,1.104225569,0.218612019,0.087759636,-1.232460009,0.330582426,0.088254798,-0.489093714,0.662692874,2.539057431,0.408643511,0.034240481,-0.268974438,0.988065591,1.407301972,0.235853287,-1.004737198,-1.505966958,0.434820664,-1.111139449,-0.545442775,1.528636678,0.445970976,0.049877245,-0.272515386,0.834112615,0.80205898,2.176781813,-0.325081534,1.360322532,-0.882831534,0.013080006,-0.448762455,-0.776600486,0.640324184,0.048989777,-1.280364052,-0.886817835,-0.654447676,0.822024063,0.100136588,-1.538566041,-0.910576366,-1.279790583,-0.729407465,-0.582542217
speE,1.165262047,-1.16864435,0.055676981,-1.269550474,-0.832562151,-0.570910674,-0.664064628,0.650867045,0.744528427,2.632682466,-1.318086164,-0.723429899,-1.049201513,-0.280460888,0.450803489,0.166499965,1.456472104,-0.372970589,0.987402499,-0.073818327,1.851740535,2.138307377,-1.825999767,-0.394871096,0.031573258,-1.044931728,-1.363072247,-0.101413149,-2.04566561,0.708424982,-0.002958006,0.138787886,-0.236799159,1.532931785,0.540285527,0.608544924,-0.700802436,0.590119563,-0.130362119,1.708707463,2.442025938,-0.158150019,-0.274374244,0.277466643,0.400124235,-0.587657454,-0.825589981,-0.918313495,-1.791923668,1.234333131,-0.519982639,-0.694279766,-0.937680522,-0.221664937,-0.43392521,-0.148069014,-1.163885795,-1.053799506,-0.60744699,-1.405063452,-0.477616551,3.421225994,-1.11258755,-0.907068058,0.650902217,0.29489622,-1.792173055,1.153899357,-1.315770717,-0.38978474,-0.652103555,0.615999463,0.017578645,-0.299099694,2.45026678,-0.254222285,0.493588534,0.752056327,0.207085507,-0.04669023,-0.393699925,0.177811149,0.497006548,0.466103452,0.638080465,1.393793148,1.200900303,2.176816349,-0.184840123,0.473840596,-0.303011661,-1.907344185,-0.217760191,-0.800390131,-0.735004382,-0.997744732,-1.686226194,-1.147698758,-0.741967084,3.10851842,-1.119033998,1.463557565,1.353764384,-0.071988937,0.206181377,0.903898374,-1.19533776,0.263533005,-1.832659164,-1.55527057,-2.025460052,-1.098890241,1.020657213,-1.737448936,1.207268748,0.294724555,-0.717177692,1.180007096,-1.261843291,-0.980216498,-0.438807768,0.628978436,1.792262917,-1.469006541,-0.946859763,-1.296604882,-1.76066054,1.911550386,0.17409392,-0.803502374,-0.937398483,-0.413882993,-1.09474242,2.441484642,1.949008251,-1.35120189,-1.205475423,-0.502741683,1.561732634,2.181374904,-0.71927818,-0.983968137,-0.885723515,-0.083071134,-0.322968715
yacL,-0.196446026,0.370003308,0.479853233,-0.296935146,0.980172373,-0.646782393,0.561335107,-0.423191485,-0.315741825,0.120563585,0.141785792,-0.085790668,0.160006769,-0.705013252,0.211297311,-0.176548143,-0.192249125,-0.056667875,-0.366422442,-0.009518193,-0.572140719,-0.400041264,0.446426139,0.659978307,-0.317907415,-0.109016774,-0.589125625,-0.562443911,-0.963233392,-0.274386108,0.205669516,-0.511295414,-0.700320326,-0.448376926,0.536906402,0.117276471,-0.408045428,0.202671926,-0.384718778,-0.603621144,-0.194123858,-0.198872164,1.206511996,-0.333025382,0.021063895,0.98284698,-0.254931227,0.478318643,0.020041898,0.089409371,0.743501262,-0.048169582,0.271719039,0.030018641,1.243206434,0.289081848,0.826496129,0.788088585,1.150637754,0.332230252,-0.004570493,-0.194172751,-0.271645888,0.48446293,0.648102743,0.167542166,0.155125468,0.859551784,0.694401509,0.500229989,0.122525813,-0.128514753,0.120645717,-0.721917383,0.511913165,0.535258271,0.542436486,0.540505703,-0.454622242,-0.293067659,-0.73417857,-0.129100464,0.074063228,0.003824069,-0.132705953,0.119067254,-0.42863036,0.282054991,-0.013930559,0.291419776,0.096969535,0.170277843,-0.119920479,-0.280726486,-0.775793428,0.800122407,-0.174173271,0.194018932,-0.481876829,0.435524789,0.0127737,-0.485451447,-0.043524503,-0.149093697,0.250523558,-0.562717757,-0.328294252,0.407206117,0.384771388,0.379411489,-0.464347598,-0.329291476,-0.087469915,0.410623121,-0.418800229,0.385501862,-0.243264221,0.474025532,-0.652568197,0.156556473,0.949738623,0.520239033,0.049574061,0.064475916,0.526658739,-0.224117785,0.440660044,-0.484784839,0.7915202,-0.697849315,-0.115480122,-0.003344151,-0.469052058,0.21772666,-0.688188094,0.147257652,0.22138809,-0.539900966,-0.482179417,-0.159435633,0.35996461,-0.173564123,0.129518338,-0.357002091,0.01440033
yedY,-0.359959148,-0.852865356,0.743085051,0.423046868,0.990325489,-0.411985836,0.464687087,-0.463377709,-0.738063311,-0.505572372,0.254205969,-0.175703611,0.608683705,-0.545776208,0.806337383,0.123140301,-0.352362789,-0.23868295,-0.646053199,0.382622444,-0.406978795,-0.048023874,0.181129589,0.057833431,-0.124313038,0.085088912,-0.332429563,-0.557102752,-0.072526544,-0.752179163,0.165187669,-0.509000978,-1.558268142,-1.343016367,0.233156938,-0.322901316,0.100429856,0.453655994,-0.832398525,-0.463345171,0.102175226,0.189672753,0.899486831,-0.440375302,-0.865629755,0.778271159,-0.128707694,0.421350067,1.153139161,0.005886533,-0.052367996,-0.27068832,0.491885335,-0.138097064,0.888285675,-0.11917983,0.835146983,0.958631771,0.906067469,0.984683638,0.383231994,-0.105732613,-0.226556037,0.525979471,-0.346056563,0.329061787,0.725815939,1.091882617,1.194088496,0.344119733,-0.437574538,0.228399372,0.867033117,-0.467062299,0.741231314,1.319643686,1.916566081,1.759250747,0.583145636,0.737891318,-1.011240272,0.064895023,0.629935864,1.071536451,0.2435893,0.83970212,0.572850418,0.86605119,1.271236988,0.852496216,0.02280813,0.53598566,0.097762747,-0.912970784,-0.824686872,0.899408858,-0.404440121,-0.947857139,-0.929845236,-0.573312602,0.541193659,0.011918897,0.743708212,0.083727475,1.28870307,-0.754803358,-0.98053351,0.645233777,0.73119468,-0.039707064,-0.389925248,-0.352526078,-0.437899829,0.649838437,-0.470742462,-1.114631384,-0.126433503,0.11619987,-0.515009512,0.400234897,0.465067864,0.93421955,-0.420746262,-0.743604005,-0.623305484,-0.383502773,0.357305507,0.080916008,0.704250637,0.717564594,0.327307064,-0.793409687,-0.384657207,-0.292927097,-1.028121559,0.212597181,-0.326029651,-0.865352403,-0.279982808,0.559089917,0.135939697,0.114864536,0.139177836,-0.442867713,-0.039510308
crp,0.866403926,0.219725022,0.124732095,-0.033878865,-0.760370398,-0.808724175,-0.663867852,1.748805239,0.978979927,1.31424664,-2.007769209,-0.590164215,-0.378091255,-0.582548722,0.099125585,-0.949795348,-0.848614361,-0.23493352,0.763487675,1.027595818,-0.306741735,-0.173869921,0.770269239,1.134231112,1.174191377,-0.093853097,-0.809413649,-1.30658617,0.036072904,1.510537232,-0.800672397,0.52558348,-0.228864222,-0.642926836,-1.38875053,-0.946963256,-0.920421276,0.272793166,2.425954132,-1.5008749,-0.94696294,-0.282432515,-1.03198059,-0.994157984,0.90613856,-1.132623083,0.752620281,-0.456848172,-0.814872179,-0.742291483,0.48493816,1.521769432,0.099391761,0.158679126,-1.116773762,0.579931935,-1.145061988,-0.756859215,-1.663399004,-0.371871344,0.201891387,0.355041878,0.380516755,-0.381097657,2.032071172,-0.47118262,-0.821555911,-1.009253877,0.224535839,1.100050498,0.221515864,-0.56135403,-0.328102398,0.586892868,-0.472227261,-1.200223924,0.267807801,-0.083538851,-0.666127913,0.093635472,0.327404244,-1.259597725,-0.7922871,-0.995897745,-0.542922892,-1.230962592,-0.968870032,-1.68927296,-0.699797386,0.501170262,-0.226642671,-0.832917982,1.027929926,1.152353053,1.414470999,0.110703395,-1.330130335,-0.095615688,0.587396584,0.796991482,-0.590334107,0.642934571,1.574414307,1.132139082,-1.469454918,0.111059675,-0.054526255,-0.407765657,-2.167781147,0.805819787,-1.699482221,0.64242638,-0.418386906,-1.337435553,-1.51427206,-0.623613033,0.869898985,-1.065635058,-1.316686368,-1.324936913,0.200506928,-1.265682088,0.777418228,0.918968125,0.596929835,-0.505104844,-1.868415604,0.296037172,-0.854021645,-1.058244404,-1.067915007,-1.205086882,4.766045942,1.791373713,0.804207825,-0.144637473,-0.396187125,0.305964839,-1.4305686,1.225134529,0.723865179,-0.082005441,0.364676371,-0.311946936,0.222933856
ykgJ,-0.28133952,-0.336753765,0.037054889,0.268351288,-0.044555462,-0.932669147,0.017425748,-0.417179528,-0.343728565,-0.193893228,-0.345006276,-0.082175245,-0.468500351,-0.24212865,0.864385824,0.236308321,-0.322569957,-0.665720953,-0.328113563,0.035828889,-0.62999986,-0.015961561,0.729291363,0.671260626,-0.450723074,0.009566698,-0.208143563,-0.228412804,0.652174539,0.065031504,-0.167236996,-0.678965126,-0.813152374,-0.895829032,-0.617421215,-0.398750164,-0.783998359,0.50187897,0.033054228,-0.890069684,0.351782994,-0.396858653,0.540806512,-0.490463366,-0.543727704,-0.492889629,-0.246318741,0.018687896,0.224119475,-0.203912023,0.077669151,0.010053536,0.487273111,-0.034700011,0.72746998,-0.246527315,-0.160038669,-0.043094115,-0.154592174,0.347443757,0.072374322,-0.347218141,-0.408120038,0.105384349,0.078308637,0.135838869,0.205610664,1.536634164,0.647078188,1.203637536,-0.407306332,0.160666782,0.416341613,-0.711904673,0.560339195,0.115358538,1.171659957,0.831320853,-0.067536957,0.112701357,0.232539996,-0.030929316,0.256120076,0.892660907,0.194071248,0.193911265,0.101734325,0.783926036,0.141049972,1.60603374,0.247834362,-0.462305046,0.759121469,-0.048210143,-0.030947879,-0.354321365,-0.363712674,-0.234655602,1.688659187,0.02277942,-0.078939509,-0.712884835,-0.137851173,0.172922459,0.18611392,-0.063593122,-0.135514234,1.115033081,-0.405431396,-0.071773432,-0.221082835,0.255703923,0.289474047,0.695961483,1.418173933,-0.19040725,0.218665481,-0.782009578,-1.099399784,-0.906581385,0.143879654,0.138267188,-0.025385623,-0.486863374,-0.377093457,-0.144183788,-0.582733696,-0.190175315,-0.095148135,-0.88180698,-0.377745281,-0.926039038,0.774431575,0.359219747,-0.037446382,-0.769929267,-0.040251579,-0.308017889,0.845126465,0.510154661,0.628788819,-0.163179162,-0.263732187,-0.16236019,-0.050171248
