Promoter,Sulfamethoxazine.12,Sulfisoxazole.12,Ampicillin.14,Cefadroxil.14,Ceftriaxzone.12,Colistin.12,DIP.14,Dirithromycin.12,Erythromycin.12,Linezolid.12,Mecillinam.12,Metronidazole.12,Minocycline.14,Neomycin.12,PolymyxinB.12,Rifampicin.14,SPR741.12,Sulfadimethoxine.14,Sulfamethoxazole.14,Sulfathiazole.14,D.cycloserine.14,FusidicAcid.14,Novobiocin.14,Sulfathiazole.18,Trimethoprim.18,Ampicillin.18,Cefazolin.14,Cefoxitin.14,Ceftriaxone.14,Chloramphenicol.18,DIP.18,Dirithromycin.14,Erythromycin.18,Linezolid.18,Mecillinam.14,Metronidazole.18,Minocycline.18,Neomycin.18,Norfloxacin.12,Rifampicin.14.1,Rifapentine.18,MitomycinC.18,A22.12,Ampicillin.14.1,Azithromycin.12,Dcycloserine.14,Doxycycline.12,Furazolidone.12,PBnonapeptide.12,PenicillinG,Spectinomycin.14,Sulfamethazine.14,Sulfamethoxazole.12,Sulfamethoxazole.12.1,A22.14,Azithromycin.14,Cefadroxil.14.1,Cefmetazole.14,Cefoxime.14,Cefoxitin.14.1,Cerulenin.14,D.cycloserine.18,Doxycycline.14,Nitrofurantoin.14,Novobiocin.18,Paraquat.14,PBnonapeptide.14,Rifabutin.14,SodiumBicarbonate.25,Sulfamethoxazole.14.1,Sulfamethoxazole.14.2,A22.18,Apramycin.14,Azithromycin.18,CCCP.18,Cefadroxil.18,Cefmetazole.18,Cefoxitin.18,Cerulenin.18,Doxycycline.18,Enoxacin.18,Furazolidone.18,Imipenem.12,Nitrofurantoin.18,Paraquat.18,PBnonapeptide.18,PF5081090.18,Rifabutin.18,SodiumBicarbonate.12,Sulfamethoxazole.18,Sulfamethoxazole.18.1,Cefmetazole.12,Chloramphenicol.12,Cinoxacin.12,Ciprofloxacin.14,NalidixicAcid.12,Streptomycin.12,Sulfadimethoxine.12,Tetracycline.12,Thiamphenicol.18,Triclosan.12,Lincomycin.14,Sulfamethoxazine.14,Sulfisoxazole.14,CHIR090.14,Chloramphenicol.14,Cinoxacin.14,EDTA.14,Meropenem.14,NalidixicAcid.14,Streptomycin.14,Tetracycline.14,Thiamphenicol.14,Triclosan.14,Rifabutin.12,Sulfamethoxazine.18,Sulfisoxazole.18,Ampicillin.18.1,Apramycin.18,Cefmetazole.14.1,Ceftriaxone.18,CHIR090.18,Chloramphenicol.18.1,Cinoxacin.18,Ciprofloxacin.18,Gentamicin.18,Meropenem.18,PenicillinG.18,PolymyxinB.14,PolymyxinB.18,Streptomycin.18,Sulfadimethoxine.18,Tetracycline.18,Thiamphenicol.12,Thiamphenicol.18.1,Triclosan.18,Trimethoprim.18.1,Fosfomycin,Rifampicin.12,Sulfamethoxazole.12.2,Sulfathiazole.12,Cholesterol20,Cholesterol40,Sulfamethizole.10,Spectomycin.4
rrnD,-0.567986063,-0.87636407,-0.259440684,-0.573919477,-0.458450833,7.311417561,-0.276901106,4.422375525,3.158587155,2.888848835,2.176026956,2.682758541,-0.926047076,0.472485681,0.309412985,0.248934332,0.842203449,1.364207623,2.807266718,1.01957511,4.779952578,5.653078129,0.124001028,-0.380287286,-1.259875064,0.684651366,-2.539140222,-0.520204039,0.104200389,1.684234473,-0.237783609,3.213772279,4.020694264,1.705099482,1.383025033,0.432986564,-0.06447636,0.215274862,1.953168648,2.23375984,2.423076105,2.396158602,-1.594713531,3.083138843,-0.969031601,-4.0157879,-2.285662779,-2.472805648,-2.874918157,0.915677552,-2.600902913,-1.065188339,-0.361628274,0.101432505,-2.258808813,-0.432522402,-2.089920423,-0.73051657,-2.080632941,-2.799798296,-1.654584031,2.257691212,-2.045831358,-3.035180939,1.432755623,-1.247787766,-3.136202705,-1.597494616,-3.34729321,-0.939454487,-1.256871971,-1.548863285,-4.691520625,-0.790564561,-0.158354864,-2.490468704,-2.428350632,-2.410265778,-1.357156102,-3.680892376,-1.234277936,-1.501343739,-1.636527007,-2.602544326,-1.624543459,-2.989142629,0.305365178,-0.421996738,-2.916392849,-1.357865698,-1.382201532,0.024187024,0.870845886,-0.592386916,-0.157751228,0.263194532,-3.009009879,-0.303415269,-0.608586535,2.72818719,-0.226709077,4.101649858,-1.724593932,-0.532049964,0.294111053,-0.13710404,-1.19799722,0.934599983,-0.432995907,-0.62110679,-2.514741118,-2.381536217,0.490331547,0.693312777,1.270913546,-2.151357124,-0.774653804,3.469412781,-0.567869209,-2.213554931,0.521280519,0.084469765,-0.982508196,-1.015027673,-0.719407006,-1.682526251,0.614844806,6.980720546,-1.709995113,-1.880110416,-1.720387092,-1.051654439,-2.148768585,-0.320936429,-0.394835351,-2.097713198,-2.587296509,2.511606064,1.776058297,4.691637071,-1.439853889,-2.021099665,-1.359441587,0.746059671,0.017282959
yiaF,-0.248017634,1.949260934,0.97505646,-0.683121791,-1.044390481,2.902712333,-0.223905573,-0.927787392,-1.298108583,-0.89591018,0.149339958,0.705843185,-0.367248561,0.651716525,0.280461676,2.126199223,0.013653451,1.581696315,0.786766292,1.20795225,2.423560622,0.008581511,0.925919791,1.193714692,1.254492473,0.397676077,-1.637704598,-0.579737278,-0.173190741,-1.494319707,0.286972224,-1.423101905,-1.395009741,-0.360788494,-0.405873954,0.289120923,0.048612028,0.785278182,0.488578694,-0.985728128,1.515316529,1.012266557,-1.497853623,0.444456786,-1.957541575,-2.109040259,-2.209993866,-1.789783421,-0.753601049,0.813996664,-2.233823928,0.592549607,0.772331406,1.723748439,-1.543076884,-1.380314401,-1.808085803,-0.744546447,-1.328099168,-0.153274889,-0.440422228,0.609904149,-2.451088161,-0.046221592,2.027287453,-1.058027188,-1.395663713,1.164848524,-0.644015763,-0.031095422,1.626537009,-1.037330952,-1.87631176,-1.892607952,-0.266627062,-1.646635011,-1.315281574,0.11714278,-0.930953475,-2.69551675,-0.81970351,-2.006246343,-1.576604407,-0.658025511,-1.136450186,-1.317016321,-0.521785103,-0.536745721,-0.208113188,0.187568385,-0.226352478,-0.341669074,-1.701588773,-0.004539666,-0.363806884,1.496858894,-0.973845413,0.14987294,-1.895810584,-0.591147555,3.193518282,-0.615750735,0.516503387,1.003199646,2.459999521,-1.841153576,0.061865639,1.006673468,-2.069062019,2.654011262,-0.490473596,-2.108426229,-1.570818409,0.52598976,0.324651428,-0.974422767,1.574565807,-1.404467225,1.624065856,0.096355629,0.916676027,2.281536558,-1.049359068,0.807538519,0.659104861,-0.503520182,0.440155327,4.153828122,0.276411935,-0.102778033,-0.354262251,0.411347876,-2.64239642,-1.05556798,-1.143090647,-1.020886985,1.357274626,0.883340719,0.650843079,4.256413773,1.64473974,0.213715945,0.183895824,1.697206978,-1.799244115
ftsZ,-1.399226115,-0.414344419,-0.311327604,-0.194581818,0.666528481,0.807690321,0.259555048,0.190653513,0.382638399,-0.336454119,1.23105771,0.155963898,-0.200540754,-0.56838794,-0.202141856,-0.06204887,0.454198919,0.718724358,-0.502820758,-0.895430654,-0.685429493,-0.307368636,-0.496673033,-0.846401078,-0.843794757,-1.17733551,-1.671252539,-0.350293654,-1.466988892,0.107890188,-0.578356129,0.158158182,0.298087867,-0.879346755,0.008654864,-0.504666158,-0.448368919,-0.659635976,-0.005207649,-0.341126395,-0.516795168,-0.258453347,0.221880383,0.263098494,0.106775343,-0.636359642,-0.117518766,-0.44335951,0.505122839,0.130277309,0.488228179,-0.622610286,1.414532593,1.789396657,0.179849228,0.449580989,0.77353115,0.22494281,0.69947188,0.64755866,0.172112489,-0.872250731,0.736621821,-0.291703053,-0.664222954,0.807057779,-0.439819039,0.336597634,-0.484791049,1.148034939,1.528584842,0.336401421,1.559988118,1.206324588,-0.010836689,0.825362715,-0.721677783,0.829061127,1.5690608,0.205905684,-0.044277111,0.20220131,0.244458402,0.307085104,0.198227016,-0.073275316,0.276069421,0.866790252,-0.084498514,0.896528477,0.553787377,-0.444478111,0.220659164,-0.368377015,-0.384265709,1.097312951,0.838676836,0.294685967,0.421139968,0.212595675,2.140156291,0.069589405,-0.957025259,-0.608076943,-0.881072583,-0.014111666,-0.458791127,0.015631458,0.71567454,-0.022784608,-0.252934163,0.431315954,0.66884625,0.744871931,0.388768323,-1.037681505,-0.695612372,0.309302329,0.124708853,0.22516579,0.119484606,0.183716892,0.606784854,0.664998988,-0.536718076,-0.238898842,1.007906537,0.632061735,0.047777727,-0.081684527,0.428022944,0.391285123,0.663576096,0.862573502,0.639255331,0.048085626,0.018472192,-0.930084475,-0.474666591,-0.609609403,-0.27573225,-1.162882541,-1.059246229,-1.004670706,1.380382879
yiaJ,-0.90805459,0.036397612,-0.480423207,-0.275780611,-0.741631219,2.309734234,0.043425018,0.438169252,0.47507154,1.031384875,0.413646681,0.665853679,0.816738727,0.497820002,-0.094707265,-0.056795202,-0.034928646,-0.202605378,0.029465377,-0.030934074,-0.041252999,-0.95996433,-0.358830898,-0.959377811,0.392723913,-0.728142334,-1.530643941,-0.307688255,-0.903494004,0.863432381,-0.659938555,1.052813602,0.288382113,0.511984704,-0.38783736,-0.482820311,0.43542257,-0.323341995,0.439407698,-1.206784562,0.449055283,0.654392891,-0.617348028,0.272712538,0.511486016,-1.10599011,0.8643504,-0.59058834,-0.704314968,-0.069670616,-0.000802141,-0.543299612,0.003387618,0.770515488,-0.90405878,0.217025276,-0.710377957,-1.0186232,-0.907976625,-0.128528664,-0.772412505,0.107372013,0.799244646,-0.590527647,0.050389783,0.111423256,-1.540148287,-0.183010286,-1.318936735,-0.552221094,0.305475323,-0.543387007,0.059456951,0.100549535,-0.224833813,-0.639936604,-1.688104371,0.116053348,0.627178546,-0.456177401,0.526485585,0.910296512,-1.109446165,-1.197230582,-0.630765073,-1.340687606,0.504051149,-0.059502056,-0.315021557,-0.249985667,-0.649372787,-1.013849357,0.625093844,1.122485026,0.550911713,0.413980764,0.103872021,-0.794516098,0.284068275,0.864064983,-0.019981566,-0.045851372,-1.061795658,-0.331708099,-0.166277892,-0.197817301,1.36198698,0.306308689,-0.737014121,2.180999609,-0.324021557,0.793349681,0.190884212,0.256297812,-0.16127257,0.041520229,-0.57938088,-0.523382523,-0.18844755,-0.368434785,-0.647249181,1.069773252,0.33856107,1.703357682,0.022916241,-0.078711132,1.036976891,0.837305448,-0.098619548,-0.036133111,-0.226826973,-1.021774127,1.034842521,0.147850586,0.69742912,0.066588934,0.439477438,0.117613436,-0.081240983,1.390206053,0.04494682,-0.908381954,-0.735854069,-0.195794814,0.645248416
fliF,-0.990879606,-0.587389673,-0.496615231,-0.441269914,0.329431776,1.157015822,0.267163746,-0.398843157,0.147927338,-0.298975429,1.870486848,0.444545976,-0.158151187,-0.296651206,0.208856726,-0.712150937,-0.695885824,-0.412016082,-0.314611788,-1.15597028,-0.596299722,0.264229176,0.216527843,-0.798656397,-0.28681574,-0.732253426,-0.634647922,0.421909136,-0.38919805,1.143080768,-0.576251101,0.013292671,0.594731059,-0.429392943,0.465908597,-0.697795155,-0.521332327,-0.642724507,-0.016641197,0.844955652,0.147104111,0.135792517,0.302235571,0.381722455,-0.008710218,-0.207576624,-0.164397649,-0.385799415,0.43248739,0.066801926,0.87513132,-0.925759913,0.645794933,0.306875355,0.437634968,0.084661415,2.048220955,-0.381383428,0.579000282,-0.232554041,0.204708555,-0.627321582,-0.366860042,-0.793207241,0.709202332,0.347352499,-0.862482303,-0.504559037,-0.868596681,1.144226416,0.666677415,-0.307542024,1.01743702,0.684480579,-0.584307454,0.212717467,-0.093266891,0.800939359,1.788441485,0.275775467,-0.695943564,-0.043894319,0.635569789,-0.817353439,-0.417816826,0.203346195,0.311071553,0.560624162,0.353081222,1.170227899,0.117674656,0.16810571,0.695075811,-0.480667366,-0.324328555,-0.689873456,0.783497822,0.585536965,0.160896369,0.607724099,0.047503346,0.672925601,-0.768840984,-0.882208013,0.224702667,0.371706404,-0.953412196,0.134667278,1.192788275,-0.126980031,-0.53967755,0.269240692,1.316472183,0.970817166,0.148706332,-0.63683809,-0.303136609,0.738869979,-0.029678853,0.316573508,0.076740122,-0.92249545,0.787164666,-0.010903451,-0.922826792,0.331451778,1.239744296,0.931867218,0.566026012,0.153379288,0.518506257,-0.262479566,0.549227112,0.332845652,0.585785242,0.112349063,-0.22348194,-0.656893232,-0.384905458,-0.0926257,-0.475280819,-1.448085694,-1.39242453,-0.109163901,0.777336566
yiaT,-0.146125737,4.572142221,-0.162679327,-1.230471767,-0.042497616,-0.469362509,0.14381621,-1.112189232,-0.953756643,-1.27058806,-0.137138099,-0.506380923,-0.555950986,-0.212808457,2.201247958,-0.790320021,-0.563406732,-0.40657546,0.207243804,4.793285925,-0.604234807,-1.210171352,-0.060756775,4.502253215,0.263984119,0.648235625,-1.293863809,0.537275915,-0.003167738,-0.951973806,0.605306351,-0.606217385,-1.435958522,-1.43178181,-0.240863384,-0.364263399,-0.586040078,3.009501211,-0.596230819,-1.850325039,-0.927553503,-0.849859085,-1.09977239,-0.337958114,-0.702462697,0.050090941,-0.771313202,-0.915815373,0.396567296,1.800392999,-0.22779615,2.632960654,0.310200556,-0.405052564,-1.238989517,-0.786828976,0.017846484,-0.732334346,-0.953932969,0.33309524,-0.601114111,-1.157054891,-0.6846288,-0.938112452,0.531230256,-0.297768267,0.481516395,-1.31636896,-0.607109272,-0.358171572,0.410969378,-1.357842722,-0.775006584,-0.379492211,-0.291508924,-0.740065853,-0.294501974,0.611234478,-0.687300538,-0.173520129,-0.772304708,1.448544392,-0.883758732,-0.529118065,-1.43732374,0.204216845,-0.027705854,-1.068073068,0.004206512,-0.165003228,-0.508228973,-1.179108682,-0.809551418,-0.734644428,-0.251331687,-1.376506717,-0.825175504,0.05561882,-0.589392231,-1.17231559,-0.785245888,-1.29598751,0.144045582,3.393558437,0.241926988,-1.187077452,-0.572106276,0.517876128,0.07605228,0.911708668,-1.470999181,-0.381972703,-0.710123329,-0.685195108,-0.794050705,0.850183706,3.274799528,-0.642392255,0.088386477,0.917629294,-0.170758647,1.80088578,-0.605423635,0.259090255,0.019904828,-1.448382131,0.24055239,2.987108009,0.872253039,0.130098775,0.145296219,0.320240153,-0.130880188,-1.12172636,-0.87244354,0.122652818,0.89567526,-1.04259339,-1.598763967,0.291140088,3.097656769,1.727760177,0.45718373,2.305568587,-0.560562586
phoR,-0.646917225,0.038171373,0.087245215,0.565227058,0.45817956,0.027226722,0.372252697,-0.063468515,0.154136091,-0.326997253,1.303396356,0.0144829,-0.612862612,-0.428613116,0.185836375,-0.380895229,-0.122537097,-0.230776361,-0.672051505,-1.357382814,-0.623798587,0.156918491,-0.088236076,-0.764222209,-0.688471172,0.16218345,-0.97576883,0.150451505,-0.734889101,0.513819148,-0.694527306,0.743508892,-0.113325429,-0.731995147,0.805924245,-0.22463746,-0.444013995,-0.594902249,-0.084661158,0.711398256,0.067899414,-0.074083606,0.287457899,0.51150809,-0.188949617,-0.451743462,-0.215584288,-0.006271379,-0.314625889,-0.049642152,0.711626302,-0.756455111,0.78856708,0.36263803,0.4071265,0.242426763,1.718894531,-0.687245745,0.422676638,0.473807756,0.30036516,-0.661472119,0.221706583,-0.197118246,-0.102235739,1.432871765,-0.618728149,0.091439886,-0.604505643,1.169875317,0.269965054,0.217672422,1.53181899,0.854296123,-0.022245772,1.131822523,0.130872039,0.760163175,1.557107438,0.516705332,-0.392456275,1.52893922,0.080700467,0.143723259,0.091071407,0.010754612,0.23392112,0.91141089,0.34802541,0.895263715,0.180020713,3.448004037,0.726550717,-0.695258869,-0.485809069,-0.893194464,1.227522852,0.361375433,0.244963739,0.570657983,0.361312557,0.057863554,-1.215789166,-0.70517729,-0.76530269,0.624635124,-0.83189988,0.456919115,1.278016668,-0.609060066,-1.197487896,-0.331422663,1.388351372,0.382343149,0.347616413,-0.540188368,-0.649610306,0.474339805,0.377651824,-0.210031512,-0.2429598,0.336259467,0.512605365,-0.204427304,-0.743399963,-0.033138773,1.027446388,0.263165888,-0.098018262,0.725114448,0.520695608,-0.464562622,0.177653218,0.560698358,0.524588203,-0.515328896,-0.776665919,-0.675512402,-0.881921401,-0.551450803,-0.435695123,-1.172477751,-1.307267225,-0.71775886,0.474801784
yidK,-0.604004273,-0.142948666,-0.304326341,-0.682730747,0.4134298,0.704346881,0.436900902,-0.229891723,0.004449777,-0.442028169,1.044122792,-0.18800906,-0.645362869,-0.033027886,0.016284479,-0.400520194,-0.740306046,-0.233795037,-0.252558178,-0.794704943,-0.248804097,0.446592366,0.195754014,-0.591088572,-0.244456876,-0.12979621,-0.807170192,0.253770635,-0.757888914,-0.472915004,-0.399438994,-0.071837994,-0.531717149,-0.794809003,0.402673988,-0.267218947,-0.697520933,-0.676112962,-0.069218702,0.116485335,0.18697888,0.472831972,-0.248149475,0.393791942,-0.225833996,-1.311226422,-0.149447461,0.11255467,-0.18676193,-0.355373308,0.808921237,-0.646933334,0.17654082,0.283938678,0.572194289,0.768341571,1.04404462,-0.645395043,0.430557915,-0.195538625,0.514532436,-0.455446983,0.390444071,0.134690071,-0.128265328,1.219579647,-0.58851076,0.353339559,-0.693476741,0.85981573,0.752773779,-0.079814726,1.336198207,0.544361478,-0.21129597,0.603357958,-0.572105603,0.7787224,1.407312797,0.254390762,-0.037124058,0.760679256,0.777933765,-0.099233893,-0.23334344,0.685699755,1.028865839,1.214286588,0.917784408,0.429957905,0.02427275,-0.008366,0.643882038,0.033044137,-0.217539159,-0.103509613,1.33535808,0.540979004,0.56940242,-0.096350408,0.395592848,0.194652415,-0.270640444,-0.527350162,-0.300846029,0.251798303,-0.578368578,0.344563259,1.659674535,-0.036455182,-0.813791627,-0.256697031,0.952924545,1.145622035,0.295766199,0.11793322,-0.640275332,0.226416452,-0.153374857,-0.227593789,-0.118050479,-0.126013487,-0.015631123,0.246183477,-0.843834252,-0.245706375,0.880401716,-0.050096666,-0.713518264,0.106233544,0.267910309,-0.222098581,0.183998044,-0.42124737,-0.160048331,0.82147473,-1.070223068,-0.543382267,-0.429025262,-0.438112505,-0.400409205,-1.055714018,-1.205627663,-0.583653491,1.563141916
clpX,0.03428197,0.099817476,2.559222818,4.077048063,1.324204924,0.434402899,1.060731131,-2.146458962,-2.047563227,-1.748739881,-0.091309312,-1.172803499,1.440393879,0.909372239,2.031434695,2.247386982,-0.149786465,-1.318966916,0.845792539,2.809028887,0.817360666,0.570641066,1.134269589,1.088934864,-1.427313237,3.198359413,1.117192133,1.727138141,1.690440509,-1.093439111,1.439356863,-1.201642986,-2.615217831,0.813740599,-0.876123651,2.58949264,1.418795726,1.337658504,-0.508922849,-2.295972619,-0.338269928,-0.674625417,-2.07800481,0.434887436,-1.42005675,-1.72387237,-2.039020934,-1.423968058,-0.537928415,-0.469140545,-1.489149052,0.869471511,-2.263562379,-1.624746141,-1.46317096,-1.703614294,-1.08222932,1.314459329,-1.931842284,1.69314687,-0.287007493,0.200519052,-0.778694941,3.208993096,4.682192824,0.737177067,0.588274049,-0.562821185,-0.05873773,-1.511325659,-1.105863771,-1.829474731,-0.34692146,-0.731519102,0.020845328,-1.754592496,-0.192889347,-0.626551277,-2.090726431,-1.122752829,-0.768972375,-0.987623681,-2.124862156,-0.292147088,-1.905606473,-1.339648421,-0.244799123,-1.463627148,0.065057719,-1.740291166,-2.34730425,0.154489797,-0.592582142,-1.018378667,-0.801946566,-1.033358696,-1.43080765,-0.336015719,-1.6455499,-1.080833761,-0.676705502,-0.747964436,-0.36619706,2.561732332,3.882163743,-0.856500696,-0.603048517,0.550671307,1.127560308,0.528990948,-0.489529298,-1.836375715,-1.689306731,-1.085996203,-1.312342051,1.610241834,1.435039808,-0.072452832,3.623145776,3.080858112,0.294266285,5.123201032,-0.64905391,-0.356885828,-0.9435258,-1.861551465,1.988091168,1.734754529,0.950638385,1.013657527,2.997792899,-0.502964008,-0.837108657,-0.524702413,-1.4126564,1.661829711,1.032717771,0.277208867,-1.472123848,0.789691065,3.457698979,0.619335332,0.319961167,1.166479115,0.213395595
yidR,-0.902789221,0.585897223,0.290839386,0.356726252,-0.159606464,-0.237969971,-0.23388513,-0.67453757,-0.280719661,-0.936929207,-0.090583435,-0.957224594,0.376050107,0.43924462,-0.406086171,-1.175461006,-0.30546298,-0.14309297,-0.539072777,-0.588303276,-0.427637922,-0.797941671,-0.127233088,0.508257147,-0.952241187,0.155742489,0.6104573,0.184670466,-0.979990371,-0.514846126,-0.188328534,-0.354488143,-0.996248634,-0.878445009,-0.000722577,0.636714448,0.583167099,-0.333939951,-0.205101368,0.97714741,-0.587163146,0.100517404,-0.823906949,0.279609783,0.235528873,-0.443677818,0.655106539,-0.119864656,0.179928301,0.546088941,0.753745517,-0.736198093,-0.733530246,-0.021567005,0.634633779,0.644363262,1.423632457,1.247832004,0.149409593,0.995364236,-0.094559783,0.125135726,1.86674905,0.553124179,0.533480923,0.952287485,-0.291066061,-0.424087456,-0.213978363,0.748613703,0.412903158,-0.345878325,1.492679949,1.381170321,0.972345533,1.075610849,1.337459872,1.220378837,0.257770826,1.426608341,-0.29932346,1.321248841,0.161112417,1.660339435,-0.483959943,1.459818901,0.220583545,0.31148907,1.70438844,0.436907289,-0.463224579,-0.135623186,0.089727539,-0.962021157,-0.759543191,-0.226431069,-0.131375184,0.8257029,0.411225722,-0.124703854,-0.335659364,0.466215961,-0.505401401,-0.453760453,-0.131782478,-0.272917246,-0.851220481,-0.198525002,0.762610789,-0.598464951,-0.987736028,0.464484008,0.569793742,-0.419247604,-0.313923113,0.717734821,0.632332451,0.675806747,0.668633218,0.591418537,-0.582806595,-0.159506975,-0.741002069,-0.163673084,-0.83665832,-0.551720236,0.211541701,0.894286841,-0.323314802,0.760945778,-0.792120114,0.227213409,0.03153294,0.187960868,-0.188851274,-0.728907129,0.294768726,-0.257978641,-1.212323555,-1.013880037,1.127603153,-0.726890553,-1.071991442,-0.535395853,1.709499896
yebB,-0.738486985,-0.526353588,-1.724578466,-0.654003991,0.566308596,0.126903394,-0.225345235,0.291087186,0.039399327,-0.317640641,0.255576385,-0.850439849,-0.682529524,-0.065452295,-0.990643874,-0.159756002,-0.834450455,-0.137055293,-0.529956138,-1.145670617,-0.998955592,-0.179776551,0.314642098,-1.275843778,-0.728903467,-1.341493907,-0.939494841,0.527083295,-0.876599338,0.128164169,-1.16910028,0.081681586,-0.050658292,-0.016092859,0.341849916,-0.564452176,-0.358253663,-0.922598975,0.084443197,1.047482203,0.437896544,0.299416137,1.618859204,-0.186957445,0.439061659,-1.27894556,-0.023907255,0.728673508,-1.16417592,0.88000778,1.485934366,-0.598257429,0.237761724,0.222444267,1.497883998,1.699565962,1.556007844,1.078359272,0.910509252,0.351060175,0.274328523,-1.355276896,1.441913547,-1.026218595,0.364965369,2.011796568,-0.801688238,0.678319606,-0.364974715,1.115404689,0.536601205,0.375485124,2.498232276,1.76440002,-0.495817311,1.692600113,0.246865743,-1.049115231,0.455381678,1.181782833,0.097538321,-0.240091503,0.370905955,-0.749102524,0.498700835,0.472821566,0.542541465,1.497420504,0.825870201,0.571780827,0.620137937,0.390565638,0.852514656,-0.728675908,-0.560872481,-0.699249163,1.127503843,1.384206221,1.203967647,0.516828757,0.25053471,0.49129863,-0.618498205,-1.244279828,-0.476972158,0.326946189,-0.432024233,-0.490206566,2.122009847,-0.48704723,-0.702578463,-0.398867802,1.327953383,0.593016322,0.469642732,0.13223422,-1.027520208,0.089794209,0.202838532,0.096259634,0.490311163,-0.0033952,-0.747518882,0.041764876,-0.307345207,0.30888539,0.980231926,0.123521423,-0.462140841,-0.258770593,-1.213873318,0.381385994,-0.507466513,0.449513705,0.311333138,-1.015354916,-1.708875527,-0.741292215,-0.301579972,-1.031745925,-0.888942082,-1.44784003,-0.920162127,-0.304272843,0.685145145
yidH,0.117978699,0.750781882,0.534039118,-0.091086176,1.103109537,-1.096672505,-0.698026335,-0.115367915,-0.211715685,0.369466382,-1.860921219,-0.472428684,0.080017488,2.0845879,-0.164505272,3.409353024,-0.068386926,-0.265953696,-0.012232905,0.193153822,-0.138626025,-1.609772413,-1.044719075,1.008839126,1.408039605,1.00204137,-1.262854174,1.798332535,0.396077648,-0.509539823,0.473585432,-0.994935962,-0.488136736,1.416723225,-1.167760538,-0.658331805,-0.024999105,-1.177236329,-0.366556677,-0.974403087,0.963701495,0.265299418,0.475593804,-1.423751159,0.332487457,-2.11858804,-0.639518043,1.260409087,0.224786066,0.318427541,0.625742209,2.609848877,-0.807224273,-0.545508575,0.195216091,1.58290318,-0.952228461,-0.631228025,-2.25007603,0.506885566,-1.015691351,-0.567527018,0.945900264,1.684013037,2.371897191,0.281819193,0.429482406,2.463568496,-0.291513484,0.313441128,0.392974488,-1.295201948,-0.077989778,-1.313076532,0.387609049,-1.527623339,-1.03994391,-1.802272253,-0.720593529,0.537705466,0.201520901,-2.751901922,-1.139495266,-0.071964435,-1.327470941,-1.222232561,-0.338392305,-0.631701902,-0.011133494,-0.95405558,-1.389636486,-1.128676067,-0.583863219,0.558840059,-0.807790195,-0.26893247,-0.916779881,1.307441251,0.355852313,0.13972031,0.334060361,0.234624573,0.038478762,0.731733549,0.659741433,-0.586289233,2.124823699,-1.619946931,-1.087950742,1.208209859,-0.68695156,-0.513704013,1.080887318,1.298009274,0.875359995,-0.276796987,0.348078821,0.080374985,0.985581821,1.24272323,0.213436875,0.227679096,-1.102150483,-0.169757638,0.675645569,0.47484719,-1.308437042,-0.60377882,-0.682972041,-0.635563384,-1.139861869,0.403917814,-0.966419327,1.005231152,-1.122272252,-1.024870259,-0.467860154,1.656571182,0.073735189,0.370578734,0.537989943,0.490880842,0.510508972,-0.349228689,-0.676420521
fliE,-0.754852432,-0.076037625,0.024808748,0.951546661,0.40089267,0.768749744,-0.059769394,-0.507471171,-0.351002495,-0.659490543,1.632790605,-1.321496875,0.982444648,0.339400091,0.165022434,0.42110353,-1.425120676,1.151546621,-0.277386613,-0.979050544,-0.381966883,-0.164048601,-0.342132466,-0.761245939,-0.772327977,-0.629326535,0.095987999,0.491946194,-0.870070752,0.797621436,-1.212600386,-0.420472543,-0.785621085,-1.236724682,0.921446032,-1.026261224,-0.161992285,-1.744090137,-0.14995598,2.051379252,0.093218628,0.825663463,-1.025397288,0.431670923,-1.037098383,-1.407756219,0.199416277,1.817358587,-1.701219158,-0.19013417,0.687422705,-0.156853369,0.325197257,0.034624588,0.397737457,0.969552665,0.515654682,0.265627298,0.291133263,2.393251446,0.247541621,-0.61599176,0.653759004,1.270234291,0.155685651,-0.641760653,-0.692324894,0.761824892,1.080809386,1.12403773,0.709235327,-0.499805032,1.428946675,-0.471215414,-0.801417981,0.954560769,-0.7427866,0.100259031,0.80630892,0.031727765,-0.14965359,-1.379493565,0.0731565,1.528955708,0.24464824,-0.231180969,0.256122177,0.98730997,0.07151988,-0.233512794,1.771313808,-0.940154364,-0.528072756,-0.618038013,-0.387573952,2.943661105,-0.478595945,-0.083682862,-0.052578792,0.930927044,0.385550145,0.73609109,-0.001892095,-0.408228101,0.16094033,1.269611931,-0.460343818,-0.489224104,-0.077946144,0.796289219,-1.390014367,0.321522994,1.213061015,1.749188739,0.602352625,-0.531173148,-0.825891662,0.402092096,0.478727079,0.610279582,0.250722405,-0.895345287,-0.364642724,0.861987228,-0.263331608,-0.466981795,0.055923816,-0.194624324,1.036961339,-1.635941022,-1.592724845,2.253222019,-0.610827604,1.056853044,0.795738049,0.661782879,-0.686615676,0.072878786,-0.285757009,-0.652406391,-0.453481889,-0.39108674,-0.85496515,-0.448987554,0.238432116
